Lead ID,Location,College,Year of Study,Program Interest,Lead Source,Converted
LD5604,Surat,PQR University,1st,Robotics,Whatsapp,0
LD5605,Bangalore,ABC Institute,4th,AI,Instagram,0
LD5606,Surat,LMN College,3rd,Data Science,Instagram,0
LD5607,Ahmedabad,LMN College,2nd,Robotics,College Collaboration,1
LD5608,Delhi,ABC Institute,2nd,Data Science,Mass-Mailing,1
LD5609,Delhi,PQR University,2nd,Data Science,Google Form,0
LD5610,Ahmedabad,XYZ University,1st,Data Science,Mass-Mailing,0
LD5611,Ahmedabad,XYZ University,1st,Electric Vehicle,LinkedIn,0
LD5612,Ahmedabad,PQR University,3rd,Robotics,Whatsapp,0
LD5613,Ahmedabad,LMN College,2nd,Electric Vehicle,Mass-Mailing,1
LD5614,Ahmedabad,ABC Institute,1st,AI,Mass-Mailing,0
LD5615,Bangalore,LMN College,2nd,Electric Vehicle,Whatsapp,0
LD5616,Surat,XYZ University,4th,Electric Vehicle,Instagram,1
LD5617,Ahmedabad,PQR University,4th,Data Science,LinkedIn,1
LD5618,Ahmedabad,XYZ University,4th,Data Science,LinkedIn,0
LD5619,Mumbai,LMN College,2nd,AI,Instagram,0
LD5620,Delhi,ABC Institute,4th,Data Science,Whatsapp,0
LD5621,Ahmedabad,ABC Institute,4th,Electric Vehicle,Instagram,0
LD5622,Surat,ABC Institute,3rd,Electric Vehicle,Google Form,1
LD5623,Bangalore,XYZ University,1st,Robotics,Whatsapp,1
LD5624,Ahmedabad,XYZ University,4th,Electric Vehicle,Instagram,1
LD5625,Ahmedabad,ABC Institute,2nd,AI,Whatsapp,0
LD5626,Delhi,LMN College,2nd,Robotics,Whatsapp,1
LD5627,Mumbai,LMN College,1st,Robotics,Google Form,0
LD5628,Ahmedabad,PQR University,1st,AI,Google Form,0
LD5629,Ahmedabad,LMN College,2nd,AI,Google Form,0
LD5630,Mumbai,LMN College,4th,Electric Vehicle,LinkedIn,0
LD5631,Delhi,LMN College,2nd,AI,College Collaboration,1
LD5632,Surat,PQR University,2nd,Robotics,College Collaboration,0
LD5633,Ahmedabad,LMN College,1st,Data Science,College Collaboration,0
LD5634,Delhi,ABC Institute,2nd,AI,Mass-Mailing,0
LD5635,Bangalore,XYZ University,4th,AI,College Collaboration,0
LD5636,Surat,XYZ University,2nd,Data Science,LinkedIn,0
LD5637,Ahmedabad,LMN College,4th,Data Science,LinkedIn,0
LD5638,Ahmedabad,PQR University,2nd,Electric Vehicle,Mass-Mailing,1
LD5639,Mumbai,PQR University,1st,Data Science,Mass-Mailing,0
LD5640,Ahmedabad,LMN College,1st,AI,LinkedIn,0
LD5641,Delhi,ABC Institute,2nd,Data Science,LinkedIn,0
LD5642,Bangalore,ABC Institute,4th,Data Science,LinkedIn,1
LD5643,Ahmedabad,XYZ University,1st,Data Science,Mass-Mailing,0
LD5644,Surat,XYZ University,2nd,Electric Vehicle,Instagram,0
LD5645,Bangalore,XYZ University,4th,Robotics,Google Form,0
LD5646,Ahmedabad,LMN College,2nd,Electric Vehicle,Google Form,0
LD5647,Mumbai,XYZ University,1st,Robotics,Whatsapp,0
LD5648,Ahmedabad,ABC Institute,2nd,Data Science,Google Form,1
LD5649,Delhi,XYZ University,1st,AI,College Collaboration,0
LD5650,Delhi,PQR University,2nd,Data Science,Google Form,0
LD5651,Delhi,XYZ University,1st,AI,College Collaboration,1
LD5652,Bangalore,ABC Institute,1st,Data Science,Mass-Mailing,0
LD5653,Surat,ABC Institute,3rd,Electric Vehicle,Whatsapp,0
LD5654,Surat,LMN College,1st,AI,Google Form,0
LD5655,Surat,XYZ University,2nd,Robotics,LinkedIn,0
LD5656,Mumbai,XYZ University,4th,Electric Vehicle,Whatsapp,0
LD5657,Ahmedabad,PQR University,4th,Robotics,Mass-Mailing,0
LD5658,Ahmedabad,ABC Institute,4th,Robotics,College Collaboration,1
LD5659,Delhi,ABC Institute,4th,Robotics,College Collaboration,1
LD5660,Mumbai,PQR University,1st,AI,College Collaboration,0
LD5661,Surat,ABC Institute,4th,Data Science,LinkedIn,0
LD5662,Bangalore,PQR University,3rd,Robotics,Mass-Mailing,0
LD5663,Ahmedabad,ABC Institute,2nd,Robotics,Instagram,1
LD5664,Bangalore,PQR University,3rd,Electric Vehicle,Instagram,0
LD5665,Mumbai,LMN College,3rd,Robotics,Whatsapp,0
LD5666,Ahmedabad,LMN College,1st,Data Science,Mass-Mailing,1
LD5667,Surat,ABC Institute,4th,Electric Vehicle,College Collaboration,1
LD5668,Bangalore,ABC Institute,1st,Robotics,Google Form,1
LD5669,Mumbai,LMN College,1st,Data Science,LinkedIn,0
LD5670,Delhi,PQR University,1st,Data Science,Google Form,1
LD5671,Surat,ABC Institute,4th,Robotics,Whatsapp,1
LD5672,Delhi,ABC Institute,1st,Robotics,College Collaboration,0
LD5673,Mumbai,ABC Institute,4th,Robotics,College Collaboration,0
LD5674,Bangalore,XYZ University,1st,Electric Vehicle,Mass-Mailing,0
LD5675,Ahmedabad,LMN College,3rd,Electric Vehicle,Google Form,1
LD5676,Ahmedabad,PQR University,3rd,Electric Vehicle,Instagram,0
LD5677,Ahmedabad,PQR University,3rd,Data Science,LinkedIn,0
LD5678,Ahmedabad,LMN College,4th,Data Science,Whatsapp,0
LD5679,Ahmedabad,LMN College,2nd,Robotics,Mass-Mailing,1
LD5680,Surat,LMN College,2nd,AI,Instagram,0
LD5681,Mumbai,XYZ University,3rd,Electric Vehicle,Instagram,0
LD5682,Bangalore,PQR University,2nd,AI,Mass-Mailing,0
LD5683,Bangalore,LMN College,1st,Robotics,LinkedIn,1
LD5684,Mumbai,XYZ University,2nd,Electric Vehicle,LinkedIn,0
LD5685,Bangalore,LMN College,2nd,AI,Instagram,0
LD5686,Surat,LMN College,2nd,AI,College Collaboration,1
LD5687,Bangalore,ABC Institute,4th,Robotics,LinkedIn,0
LD5688,Delhi,LMN College,2nd,AI,Instagram,1
LD5689,Surat,LMN College,3rd,AI,Instagram,0
LD5690,Delhi,PQR University,4th,Robotics,Whatsapp,0
LD5691,Bangalore,XYZ University,4th,Electric Vehicle,Google Form,0
LD5692,Delhi,LMN College,2nd,Robotics,Whatsapp,0
LD5693,Mumbai,XYZ University,1st,Data Science,Whatsapp,0
LD5694,Bangalore,LMN College,3rd,AI,Google Form,0
LD5695,Ahmedabad,LMN College,3rd,Robotics,College Collaboration,1
LD5696,Surat,XYZ University,3rd,Electric Vehicle,Mass-Mailing,0
LD5697,Surat,ABC Institute,4th,AI,Whatsapp,0
LD5698,Ahmedabad,LMN College,2nd,Electric Vehicle,College Collaboration,0
LD5699,Surat,PQR University,1st,Electric Vehicle,Whatsapp,1
LD5700,Delhi,PQR University,4th,AI,Instagram,0
LD5701,Bangalore,LMN College,4th,Robotics,Mass-Mailing,0
LD5702,Mumbai,LMN College,3rd,Electric Vehicle,Google Form,0
LD5703,Mumbai,XYZ University,1st,Robotics,Whatsapp,0
LD5704,Surat,XYZ University,3rd,Robotics,LinkedIn,0
LD5705,Mumbai,XYZ University,3rd,Data Science,Instagram,1
LD5706,Surat,LMN College,1st,Robotics,Whatsapp,0
LD5707,Bangalore,ABC Institute,1st,Robotics,College Collaboration,1
LD5708,Ahmedabad,XYZ University,2nd,Robotics,Mass-Mailing,0
LD5709,Bangalore,XYZ University,2nd,Robotics,LinkedIn,0
LD5710,Surat,PQR University,4th,Electric Vehicle,College Collaboration,1
LD5711,Surat,LMN College,3rd,Electric Vehicle,Instagram,0
LD5712,Ahmedabad,XYZ University,1st,Electric Vehicle,Mass-Mailing,1
LD5713,Delhi,LMN College,2nd,Electric Vehicle,College Collaboration,0
LD5714,Mumbai,ABC Institute,3rd,Electric Vehicle,College Collaboration,1
LD5715,Bangalore,XYZ University,2nd,Electric Vehicle,Whatsapp,0
LD5716,Surat,LMN College,2nd,Data Science,Whatsapp,0
LD5717,Ahmedabad,LMN College,1st,Robotics,Instagram,0
LD5718,Delhi,ABC Institute,3rd,Electric Vehicle,Google Form,0
LD5719,Ahmedabad,LMN College,2nd,Robotics,Google Form,0
LD5720,Ahmedabad,PQR University,3rd,Data Science,College Collaboration,0
LD5721,Mumbai,LMN College,2nd,Data Science,Mass-Mailing,0
LD5722,Bangalore,PQR University,3rd,Electric Vehicle,LinkedIn,0
LD5723,Mumbai,PQR University,3rd,AI,Whatsapp,1
LD5724,Ahmedabad,LMN College,4th,Data Science,College Collaboration,0
LD5725,Mumbai,PQR University,3rd,Robotics,LinkedIn,0
LD5726,Ahmedabad,XYZ University,2nd,Robotics,LinkedIn,0
LD5727,Bangalore,LMN College,2nd,Robotics,College Collaboration,0
LD5728,Ahmedabad,LMN College,3rd,Data Science,LinkedIn,0
LD5729,Bangalore,PQR University,4th,Data Science,Whatsapp,0
LD5730,Mumbai,LMN College,1st,Electric Vehicle,College Collaboration,1
LD5731,Mumbai,ABC Institute,3rd,AI,LinkedIn,1
LD5732,Mumbai,ABC Institute,4th,Robotics,LinkedIn,0
LD5733,Surat,PQR University,4th,Data Science,LinkedIn,0
LD5734,Delhi,ABC Institute,4th,Robotics,Whatsapp,0
LD5735,Surat,LMN College,3rd,Data Science,Instagram,0
LD5736,Delhi,LMN College,3rd,Data Science,Instagram,0
LD5737,Mumbai,PQR University,2nd,AI,Instagram,0
LD5738,Delhi,ABC Institute,2nd,Robotics,Google Form,0
LD5739,Mumbai,PQR University,3rd,Electric Vehicle,Google Form,0
LD5740,Mumbai,ABC Institute,1st,Data Science,Instagram,0
LD5741,Surat,ABC Institute,1st,AI,Google Form,1
LD5742,Mumbai,XYZ University,3rd,Data Science,College Collaboration,0
LD5743,Delhi,ABC Institute,1st,Robotics,Instagram,1
LD5744,Surat,XYZ University,4th,Data Science,Mass-Mailing,1
LD5745,Mumbai,LMN College,2nd,Data Science,College Collaboration,0
LD5746,Bangalore,XYZ University,2nd,Electric Vehicle,Mass-Mailing,0
LD5747,Mumbai,PQR University,1st,Data Science,Google Form,0
LD5748,Ahmedabad,XYZ University,4th,Data Science,Mass-Mailing,1
LD5749,Surat,XYZ University,1st,Electric Vehicle,Google Form,1
LD5750,Delhi,PQR University,4th,Electric Vehicle,Mass-Mailing,0
LD5751,Mumbai,LMN College,1st,Electric Vehicle,Whatsapp,0
LD5752,Surat,PQR University,2nd,Electric Vehicle,Mass-Mailing,1
LD5753,Mumbai,ABC Institute,3rd,AI,Whatsapp,0
LD5754,Delhi,LMN College,2nd,Electric Vehicle,College Collaboration,1
LD5755,Delhi,XYZ University,3rd,Data Science,Instagram,1
LD5756,Bangalore,LMN College,2nd,Robotics,College Collaboration,0
LD5757,Surat,LMN College,3rd,AI,Whatsapp,0
LD5758,Delhi,ABC Institute,1st,Data Science,College Collaboration,0
LD5759,Mumbai,PQR University,2nd,AI,Instagram,0
LD5760,Ahmedabad,PQR University,3rd,Electric Vehicle,Instagram,0
LD5761,Mumbai,ABC Institute,2nd,AI,LinkedIn,1
LD5762,Delhi,ABC Institute,3rd,Data Science,College Collaboration,1
LD5763,Bangalore,LMN College,1st,Data Science,Google Form,1
LD5764,Surat,PQR University,4th,AI,Instagram,0
LD5765,Ahmedabad,XYZ University,4th,Electric Vehicle,Whatsapp,1
LD5766,Bangalore,PQR University,3rd,Electric Vehicle,Google Form,1
LD5767,Surat,PQR University,1st,Data Science,Instagram,0
LD5768,Delhi,XYZ University,3rd,Robotics,College Collaboration,0
LD5769,Delhi,ABC Institute,2nd,AI,Google Form,0
LD5770,Surat,LMN College,2nd,Robotics,Mass-Mailing,1
LD5771,Delhi,XYZ University,1st,Robotics,LinkedIn,0
LD5772,Ahmedabad,ABC Institute,1st,Electric Vehicle,Google Form,1
LD5773,Mumbai,LMN College,3rd,Robotics,College Collaboration,0
LD5774,Ahmedabad,XYZ University,4th,Data Science,Mass-Mailing,1
LD5775,Delhi,PQR University,3rd,Electric Vehicle,Mass-Mailing,0
LD5776,Surat,LMN College,2nd,Data Science,Google Form,0
LD5777,Surat,PQR University,4th,Robotics,Instagram,0
LD5778,Delhi,XYZ University,2nd,AI,Google Form,0
LD5779,Ahmedabad,PQR University,1st,Robotics,Google Form,1
LD5780,Delhi,LMN College,4th,Electric Vehicle,Google Form,0
LD5781,Delhi,XYZ University,4th,AI,LinkedIn,0
LD5782,Surat,PQR University,2nd,Robotics,Instagram,0
LD5783,Bangalore,LMN College,4th,Data Science,Instagram,0
LD5784,Surat,XYZ University,4th,Electric Vehicle,Instagram,0
LD5785,Surat,PQR University,4th,Electric Vehicle,Mass-Mailing,0
LD5786,Delhi,XYZ University,4th,AI,LinkedIn,1
LD5787,Ahmedabad,ABC Institute,1st,Electric Vehicle,Google Form,0
LD5788,Delhi,PQR University,3rd,AI,Whatsapp,1
LD5789,Ahmedabad,PQR University,2nd,AI,Instagram,1
LD5790,Ahmedabad,XYZ University,2nd,Robotics,Whatsapp,0
LD5791,Mumbai,PQR University,1st,AI,Mass-Mailing,0
LD5792,Ahmedabad,ABC Institute,1st,Data Science,Google Form,0
LD5793,Mumbai,ABC Institute,3rd,Robotics,Instagram,1
LD5794,Surat,ABC Institute,1st,Electric Vehicle,Mass-Mailing,1
LD5795,Bangalore,XYZ University,2nd,Robotics,College Collaboration,0
LD5796,Bangalore,LMN College,4th,AI,Mass-Mailing,1
LD5797,Surat,XYZ University,1st,Electric Vehicle,Whatsapp,0
LD5798,Mumbai,LMN College,2nd,Data Science,College Collaboration,1
LD5799,Delhi,ABC Institute,1st,Data Science,Mass-Mailing,1
LD5800,Surat,PQR University,3rd,Robotics,Whatsapp,0
LD5801,Mumbai,LMN College,3rd,Data Science,Google Form,0
LD5802,Delhi,XYZ University,4th,Data Science,Instagram,0
LD5803,Mumbai,XYZ University,3rd,Robotics,Whatsapp,0
LD5804,Ahmedabad,LMN College,4th,Electric Vehicle,Whatsapp,1
LD5805,Delhi,LMN College,3rd,Robotics,Google Form,0
LD5806,Mumbai,ABC Institute,2nd,Robotics,Mass-Mailing,0
LD5807,Surat,LMN College,4th,Robotics,Google Form,0
LD5808,Delhi,PQR University,4th,Data Science,Whatsapp,1
LD5809,Delhi,ABC Institute,4th,Data Science,Mass-Mailing,0
LD5810,Mumbai,LMN College,4th,Robotics,College Collaboration,0
LD5811,Bangalore,XYZ University,3rd,Robotics,Google Form,0
LD5812,Surat,LMN College,1st,AI,Google Form,1
LD5813,Bangalore,XYZ University,4th,Electric Vehicle,Instagram,1
LD5814,Surat,LMN College,3rd,Data Science,Mass-Mailing,0
LD5815,Delhi,PQR University,1st,Robotics,Whatsapp,0
LD5816,Mumbai,LMN College,3rd,Data Science,LinkedIn,0
LD5817,Delhi,LMN College,2nd,Electric Vehicle,Mass-Mailing,0
LD5818,Mumbai,XYZ University,4th,Electric Vehicle,LinkedIn,0
LD5819,Bangalore,ABC Institute,1st,Data Science,Instagram,1
LD5820,Ahmedabad,XYZ University,4th,AI,Instagram,0
LD5821,Delhi,LMN College,2nd,AI,LinkedIn,1
LD5822,Delhi,XYZ University,1st,AI,Mass-Mailing,0
LD5823,Ahmedabad,ABC Institute,1st,Robotics,Mass-Mailing,1
LD5824,Surat,XYZ University,1st,Electric Vehicle,LinkedIn,1
LD5825,Surat,ABC Institute,2nd,AI,Google Form,0
LD5826,Ahmedabad,ABC Institute,2nd,Electric Vehicle,Mass-Mailing,0
LD5827,Bangalore,PQR University,3rd,Robotics,Google Form,0
LD5828,Ahmedabad,LMN College,2nd,Robotics,Google Form,0
LD5829,Ahmedabad,PQR University,1st,AI,Whatsapp,0
LD5830,Ahmedabad,PQR University,2nd,Robotics,Mass-Mailing,0
LD5831,Ahmedabad,ABC Institute,2nd,Robotics,College Collaboration,1
LD5832,Bangalore,XYZ University,1st,Robotics,Mass-Mailing,0
LD5833,Delhi,PQR University,3rd,Data Science,LinkedIn,1
LD5834,Ahmedabad,PQR University,1st,Robotics,LinkedIn,0
LD5835,Ahmedabad,LMN College,2nd,Data Science,Mass-Mailing,1
LD5836,Ahmedabad,LMN College,2nd,AI,LinkedIn,0
LD5837,Surat,LMN College,3rd,AI,Google Form,1
LD5838,Surat,ABC Institute,4th,Electric Vehicle,College Collaboration,0
LD5839,Surat,XYZ University,1st,Electric Vehicle,Instagram,0
LD5840,Surat,XYZ University,4th,Data Science,Instagram,0
LD5841,Surat,LMN College,1st,Electric Vehicle,Instagram,0
LD5842,Bangalore,LMN College,3rd,Robotics,College Collaboration,0
LD5843,Mumbai,XYZ University,3rd,Electric Vehicle,Mass-Mailing,0
LD5844,Ahmedabad,PQR University,3rd,Electric Vehicle,LinkedIn,0
LD5845,Bangalore,LMN College,3rd,Robotics,Google Form,1
LD5846,Delhi,XYZ University,3rd,Electric Vehicle,LinkedIn,0
LD5847,Delhi,ABC Institute,4th,AI,Mass-Mailing,0
LD5848,Bangalore,LMN College,4th,Robotics,Mass-Mailing,1
LD5849,Mumbai,XYZ University,2nd,Electric Vehicle,Whatsapp,0
LD5850,Delhi,XYZ University,1st,AI,Google Form,0
LD5851,Delhi,LMN College,4th,AI,LinkedIn,0
LD5852,Delhi,LMN College,3rd,Electric Vehicle,Instagram,1
LD5853,Delhi,PQR University,3rd,Data Science,Instagram,1
LD5854,Mumbai,LMN College,1st,Data Science,Instagram,1
LD5855,Delhi,PQR University,4th,Data Science,Whatsapp,0
LD5856,Mumbai,PQR University,4th,Data Science,College Collaboration,1
LD5857,Bangalore,XYZ University,2nd,Robotics,Mass-Mailing,0
LD5858,Ahmedabad,XYZ University,2nd,Robotics,Instagram,0
LD5859,Delhi,XYZ University,2nd,Data Science,Instagram,0
LD5860,Mumbai,XYZ University,1st,Data Science,LinkedIn,0
LD5861,Bangalore,XYZ University,4th,Robotics,Mass-Mailing,0
LD5862,Ahmedabad,XYZ University,1st,Data Science,Google Form,0
LD5863,Surat,PQR University,1st,AI,Instagram,0
LD5864,Ahmedabad,PQR University,1st,AI,Instagram,0
LD5865,Delhi,XYZ University,1st,Data Science,LinkedIn,1
LD5866,Mumbai,XYZ University,1st,Electric Vehicle,Google Form,0
LD5867,Mumbai,XYZ University,4th,Robotics,Whatsapp,1
LD5868,Delhi,ABC Institute,3rd,AI,Instagram,0
LD5869,Ahmedabad,ABC Institute,3rd,Robotics,Mass-Mailing,1
LD5870,Mumbai,PQR University,1st,Electric Vehicle,Google Form,0
LD5871,Bangalore,XYZ University,1st,Data Science,Mass-Mailing,0
LD5872,Mumbai,LMN College,2nd,Robotics,College Collaboration,0
LD5873,Bangalore,XYZ University,1st,Robotics,LinkedIn,0
LD5874,Ahmedabad,LMN College,1st,Electric Vehicle,Whatsapp,1
LD5875,Surat,ABC Institute,1st,Data Science,Mass-Mailing,0
LD5876,Delhi,XYZ University,1st,AI,LinkedIn,0
LD5877,Mumbai,XYZ University,2nd,Robotics,College Collaboration,1
LD5878,Surat,PQR University,2nd,AI,Whatsapp,0
LD5879,Mumbai,LMN College,2nd,Electric Vehicle,Instagram,0
LD5880,Surat,XYZ University,1st,Data Science,Mass-Mailing,0
LD5881,Bangalore,XYZ University,1st,Electric Vehicle,Mass-Mailing,0
LD5882,Surat,XYZ University,1st,Electric Vehicle,LinkedIn,0
LD5883,Mumbai,ABC Institute,4th,Data Science,College Collaboration,0
LD5884,Bangalore,ABC Institute,3rd,Data Science,Google Form,1
LD5885,Ahmedabad,PQR University,3rd,Data Science,LinkedIn,0
LD5886,Surat,XYZ University,4th,Robotics,College Collaboration,0
LD5887,Mumbai,LMN College,1st,AI,LinkedIn,0
LD5888,Mumbai,ABC Institute,3rd,Electric Vehicle,Whatsapp,1
LD5889,Mumbai,PQR University,3rd,Data Science,Google Form,1
LD5890,Mumbai,LMN College,4th,AI,Instagram,0
LD5891,Bangalore,XYZ University,1st,Robotics,Google Form,1
LD5892,Ahmedabad,LMN College,2nd,Electric Vehicle,Whatsapp,0
LD5893,Mumbai,LMN College,3rd,Robotics,Google Form,0
LD5894,Bangalore,LMN College,1st,Electric Vehicle,Instagram,0
LD5895,Bangalore,PQR University,2nd,Electric Vehicle,Whatsapp,0
LD5896,Bangalore,PQR University,3rd,Robotics,College Collaboration,0
LD5897,Ahmedabad,XYZ University,1st,Electric Vehicle,Instagram,1
LD5898,Bangalore,LMN College,3rd,AI,College Collaboration,0
LD5899,Delhi,XYZ University,4th,Electric Vehicle,Instagram,1
LD5900,Ahmedabad,PQR University,1st,Electric Vehicle,Whatsapp,0
LD5901,Surat,PQR University,4th,Robotics,Instagram,0
LD5902,Bangalore,ABC Institute,4th,Data Science,College Collaboration,0
LD5903,Bangalore,XYZ University,2nd,Data Science,LinkedIn,0
LD5904,Surat,LMN College,2nd,AI,Whatsapp,0
LD5905,Ahmedabad,ABC Institute,1st,Electric Vehicle,Instagram,0
LD5906,Delhi,XYZ University,1st,Data Science,College Collaboration,0
LD5907,Mumbai,PQR University,2nd,Data Science,Google Form,0
LD5908,Mumbai,ABC Institute,3rd,Electric Vehicle,Instagram,1
LD5909,Mumbai,ABC Institute,3rd,AI,Instagram,0
LD5910,Surat,LMN College,2nd,Electric Vehicle,Mass-Mailing,0
LD5911,Bangalore,LMN College,3rd,Data Science,Instagram,0
LD5912,Delhi,ABC Institute,4th,AI,College Collaboration,1
LD5913,Surat,PQR University,3rd,Robotics,Google Form,1
LD5914,Mumbai,ABC Institute,2nd,AI,College Collaboration,0
LD5915,Mumbai,ABC Institute,2nd,Electric Vehicle,Instagram,0
LD5916,Ahmedabad,ABC Institute,4th,Robotics,College Collaboration,0
LD5917,Delhi,LMN College,3rd,Data Science,LinkedIn,1
LD5918,Surat,PQR University,2nd,Robotics,LinkedIn,0
LD5919,Mumbai,LMN College,4th,Robotics,Whatsapp,0
LD5920,Bangalore,XYZ University,1st,Robotics,Google Form,0
LD5921,Delhi,LMN College,2nd,Robotics,Whatsapp,0
LD5922,Ahmedabad,LMN College,4th,AI,Whatsapp,1
LD5923,Ahmedabad,PQR University,2nd,Robotics,College Collaboration,0
LD5924,Bangalore,XYZ University,1st,Electric Vehicle,Instagram,0
LD5925,Delhi,LMN College,4th,AI,Whatsapp,0
LD5926,Bangalore,ABC Institute,1st,AI,LinkedIn,1
LD5927,Delhi,LMN College,4th,AI,LinkedIn,1
LD5928,Bangalore,LMN College,4th,AI,Whatsapp,0
LD5929,Ahmedabad,XYZ University,4th,Data Science,Whatsapp,0
LD5930,Surat,ABC Institute,1st,Data Science,Google Form,1
LD5931,Ahmedabad,PQR University,2nd,Data Science,LinkedIn,0
LD5932,Delhi,PQR University,1st,AI,LinkedIn,0
LD5933,Surat,PQR University,1st,Data Science,LinkedIn,0
LD5934,Ahmedabad,ABC Institute,1st,Robotics,Mass-Mailing,1
LD5935,Bangalore,ABC Institute,1st,Electric Vehicle,Google Form,0
LD5936,Surat,LMN College,2nd,Data Science,Whatsapp,1
LD5937,Delhi,XYZ University,2nd,Electric Vehicle,Whatsapp,0
LD5938,Ahmedabad,PQR University,3rd,Robotics,Whatsapp,0
LD5939,Ahmedabad,XYZ University,1st,Robotics,Whatsapp,0
LD5940,Delhi,PQR University,3rd,Robotics,Mass-Mailing,0
LD5941,Mumbai,PQR University,3rd,Data Science,LinkedIn,0
LD5942,Mumbai,ABC Institute,2nd,Robotics,Google Form,0
LD5943,Mumbai,PQR University,3rd,Electric Vehicle,Whatsapp,0
LD5944,Delhi,LMN College,2nd,AI,LinkedIn,1
LD5945,Surat,XYZ University,3rd,Robotics,Google Form,1
LD5946,Surat,PQR University,2nd,Robotics,Instagram,0
LD5947,Mumbai,PQR University,3rd,Robotics,Whatsapp,0
LD5948,Mumbai,LMN College,3rd,Data Science,Instagram,0
LD5949,Bangalore,PQR University,4th,AI,Google Form,0
LD5950,Surat,LMN College,3rd,Robotics,LinkedIn,1
LD5951,Surat,XYZ University,2nd,Electric Vehicle,Mass-Mailing,0
LD5952,Surat,ABC Institute,2nd,AI,LinkedIn,0
LD5953,Ahmedabad,ABC Institute,3rd,AI,College Collaboration,1
LD5954,Delhi,XYZ University,2nd,AI,Mass-Mailing,0
LD5955,Delhi,LMN College,2nd,Robotics,Mass-Mailing,0
LD5956,Delhi,PQR University,4th,AI,LinkedIn,0
LD5957,Ahmedabad,ABC Institute,1st,Robotics,LinkedIn,0
LD5958,Ahmedabad,XYZ University,2nd,AI,LinkedIn,0
LD5959,Mumbai,ABC Institute,4th,Robotics,College Collaboration,1
LD5960,Ahmedabad,PQR University,2nd,Data Science,LinkedIn,1
